DateTime,V,DIR,SLP,TP,RH
2018-03-04-10:00:00,4.84,140,1017.5,277.25,36
2018-03-04-11:00:00,3.37,147,1019,276.75,38
2018-03-04-12:00:00,3.43,158,1020.1,276.35,38
2018-03-04-13:00:00,3.74,161,1021.1,275.95,38
2018-03-04-14:00:00,2.24,136,1021.5,275.95,39
2018-03-04-15:00:00,1.99,146,1021.7,275.45,41
2018-03-04-16:00:00,1.68,97,1022,274.85,43
2018-03-04-17:00:00,2.38,81,1022.3,274.25,44
2018-03-04-18:00:00,2.31,86,1022.8,273.75,44
2018-03-04-19:00:00,2.36,4,1023,271.25,51
2018-03-04-20:00:00,2.39,13,1023.4,270.55,58
2018-03-04-21:00:00,2.14,8,1024.1,271.55,55
2018-03-04-22:00:00,0.6,314,1024.9,270.05,63
2018-03-04-23:00:00,1.31,9,1025.7,269.95,70
2018-03-05-00:00:00,1.09,342,1026.7,273.05,56
2018-03-05-01:00:00,2.21,67,1027.3,275.05,47
2018-03-05-02:00:00,3.37,105,1027.6,275.85,39
2018-03-05-03:00:00,3.82,161,1027.3,277.95,33
2018-03-05-04:00:00,4.23,173,1026.7,279.65,30
2018-03-05-05:00:00,4.54,198,1025.6,280.25,28
2018-03-05-06:00:00,4.65,181,1024.2,281.35,22
2018-03-05-07:00:00,5.65,159,1023.6,281.45,21
2018-03-05-08:00:00,5.04,191,1023.2,281.25,22
2018-03-05-09:00:00,5.06,182,1023,280.25,25
2018-03-05-10:00:00,5.63,179,1023.1,278.85,27
2018-03-05-11:00:00,7.62,169,1024.2,276.15,32
2018-03-05-12:00:00,5.33,166,1025.6,274.65,38
2018-03-05-13:00:00,5.81,171,1026.4,273.65,43
2018-03-05-14:00:00,2.53,173,1027.2,272.45,49
2018-03-05-15:00:00,3.51,87,1027.4,271.95,53
2018-03-05-16:00:00,4.21,112,1027.9,271.35,59
2018-03-05-17:00:00,3,127,1028.3,271.15,61
2018-03-05-18:00:00,2.03,146,1028.5,271.05,62
2018-03-05-19:00:00,0.65,168,1028.2,270.15,65
2018-03-05-20:00:00,2.21,82,1028.4,270.35,65
2018-03-05-21:00:00,2.11,88,1029,270.25,66
2018-03-05-22:00:00,1.51,131,1030,269.45,68
2018-03-05-23:00:00,1.97,85,1031,270.35,67
2018-03-06-00:00:00,2.53,104,1032.2,270.95,66
2018-03-06-01:00:00,4.12,121,1032.8,272.35,59
2018-03-06-02:00:00,4.05,148,1033.3,273.25,58
2018-03-06-03:00:00,2.78,147,1033.2,275.05,52
2018-03-06-04:00:00,3.57,161,1032.4,275.65,44
2018-03-06-05:00:00,2.55,105,1031.1,276.15,39
2018-03-06-06:00:00,3.9,168,1030.1,277.45,33
2018-03-06-07:00:00,5.35,145,1029.3,277.45,30
2018-03-06-08:00:00,5.35,154,1028.8,277.15,29
2018-03-06-09:00:00,7.33,162,1028.7,276.85,30
2018-03-06-10:00:00,7.38,158,1029.4,275.45,36
2018-03-06-11:00:00,7.18,154,1029.9,273.95,39
2018-03-06-12:00:00,6.73,162,1030.1,273.55,32
2018-03-06-13:00:00,5.39,162,1030.2,273.15,35
2018-03-06-14:00:00,3.68,162,1030.1,272.75,40
2018-03-06-15:00:00,3.63,162,1029.8,272.35,44
2018-03-06-16:00:00,4.3,155,1029.1,271.55,45
2018-03-06-17:00:00,2.85,166,1028.7,270.85,49
2018-03-06-18:00:00,2.29,167,1028.3,270.55,51
2018-03-06-19:00:00,2.9,145,1027.4,270.85,51
2018-03-06-20:00:00,3.35,139,1026.4,270.85,43
2018-03-06-21:00:00,3.05,139,1026,270.65,40
2018-03-06-22:00:00,3.59,141,1025,270.55,42
2018-03-06-23:00:00,2.78,146,1024.6,270.35,43
2018-03-07-00:00:00,3.94,145,1024.8,270.85,43
2018-03-07-01:00:00,2.74,149,1025,271.45,43
2018-03-07-02:00:00,2.41,132,1024.4,271.65,45
2018-03-07-03:00:00,2.02,149,1023.4,272.65,47
2018-03-07-04:00:00,2.32,172,1022.3,273.65,48
2018-03-07-05:00:00,1.35,70,1021.2,273.85,48
2018-03-07-06:00:00,3.24,10,1020.7,275.25,45
2018-03-07-07:00:00,0.86,339,1020.1,275.05,46
2018-03-07-08:00:00,0.89,30,1019.8,275.05,47
2018-03-07-09:00:00,1.39,187,1019.8,275.35,47
2018-03-07-10:00:00,0.78,7,1020.9,274.55,49
2018-03-07-11:00:00,2.65,36,1022.5,274.55,49
2018-03-07-12:00:00,3.21,51,1023.8,274.45,49
2018-03-07-13:00:00,3.1,31,1024.9,274.15,50
2018-03-07-14:00:00,2.05,351,1026.2,271.75,55
2018-03-07-15:00:00,1.6,5,1027,271.65,58
2018-03-07-16:00:00,2.61,8,1027.7,270.55,59
2018-03-07-17:00:00,1.87,1,1028.3,271.55,56
2018-03-07-18:00:00,2.7,14,1028.6,272.05,49
2018-03-07-19:00:00,3.62,4,1028.7,269.95,53
2018-03-07-20:00:00,4.79,36,1028.7,271.25,43
2018-03-07-21:00:00,2.49,42,1029.3,270.45,41
2018-03-07-22:00:00,5.89,30,1029.3,270.85,36
2018-03-07-23:00:00,3.16,20,1030.2,270.65,36
2018-03-08-00:00:00,5.06,37,1030.6,272.35,30
2018-03-08-01:00:00,3.87,41,1031.1,274.25,27
2018-03-08-02:00:00,1.49,85,1031.1,276.25,25
2018-03-08-03:00:00,1.84,50,1030.7,276.95,24
2018-03-08-04:00:00,1.18,123,1029.5,278.85,23
2018-03-08-05:00:00,1.53,260,1028.4,279.85,21
2018-03-08-06:00:00,4.01,192,1026.9,280.55,21
2018-03-08-07:00:00,4.83,186,1026.4,280.65,24
2018-03-08-08:00:00,4.5,198,1025.9,280.05,27
2018-03-08-09:00:00,4.36,196,1025.7,279.25,31
2018-03-08-10:00:00,3.46,195,1024.8,278.35,33
2018-03-08-11:00:00,2.67,177,1025.4,275.25,40
2018-03-08-12:00:00,2.75,176,1025.9,274.95,43
2018-03-08-13:00:00,3.79,175,1026.3,275.55,42
2018-03-08-14:00:00,3.6,153,1026,276.05,39
2018-03-08-15:00:00,4.04,155,1025.6,275.25,40
2018-03-08-16:00:00,3.88,139,1025.2,273.55,45
2018-03-08-17:00:00,3.51,130,1025.2,272.55,53
2018-03-08-18:00:00,4.48,128,1024.6,271.75,55
2018-03-08-19:00:00,2.42,110,1024,270.95,58
2018-03-08-20:00:00,3.38,103,1023.8,270.45,62
2018-03-08-21:00:00,2.94,103,1023.4,269.65,66
2018-03-08-22:00:00,1.6,102,1022.9,269.65,66
2018-03-08-23:00:00,0.58,226,1022.5,268.65,72
2018-03-09-00:00:00,1.2,196,1022.6,271.05,57
2018-03-09-01:00:00,1.23,189,1022.4,272.55,51
2018-03-09-02:00:00,0.85,359,1021.4,274.55,46
2018-03-09-03:00:00,1.71,87,1020.2,275.25,42
2018-03-09-04:00:00,1.86,45,1018.7,276.75,40
2018-03-09-05:00:00,1.86,131,1017.3,278.55,36
2018-03-09-06:00:00,3.12,183,1015.5,280.95,33
2018-03-09-07:00:00,3.22,209,1014.3,281.85,32
2018-03-09-08:00:00,2.45,201,1013.5,282.05,32
2018-03-09-09:00:00,2.17,216,1013.1,282.05,33
2018-03-09-10:00:00,1.72,140,1013.1,281.05,35
2018-03-09-11:00:00,3.02,18,1013.5,277.55,40
2018-03-09-12:00:00,2.97,25,1013.5,278.35,39
2018-03-09-13:00:00,3.85,27,1013.8,278.35,39
2018-03-09-14:00:00,2.91,18,1014.2,277.35,42
2018-03-09-15:00:00,1.38,280,1014.4,273.75,52
2018-03-09-16:00:00,0.31,244,1014.4,273.85,54
2018-03-09-17:00:00,0.92,355,1014.6,273.65,58
2018-03-09-18:00:00,1.77,357,1015.2,273.45,56
2018-03-09-19:00:00,2.53,5,1015.2,271.85,61
2018-03-09-20:00:00,2.67,352,1015.4,272.05,65
2018-03-09-21:00:00,1.57,327,1015.8,273.35,61
2018-03-09-22:00:00,2.15,345,1016.3,273.25,60
2018-03-09-23:00:00,3.33,344,1016.7,274.15,56
2018-03-10-00:00:00,4.81,358,1017.6,276.85,47
2018-03-10-01:00:00,2.95,42,1018.6,280.05,35
2018-03-10-02:00:00,2.91,125,1019.8,280.95,38
2018-03-10-03:00:00,5.19,147,1019.7,283.05,33
2018-03-10-04:00:00,4.47,143,1019.6,284.55,30
2018-03-10-05:00:00,4.75,137,1018.9,285.25,31
2018-03-10-06:00:00,4.44,162,1018.2,285.45,31
2018-03-10-07:00:00,4.46,145,1017.9,285.65,31
2018-03-10-08:00:00,4.84,174,1017.6,285.25,31
2018-03-10-09:00:00,5.6,177,1017.8,284.05,34
2018-03-10-10:00:00,4.95,146,1018.4,282.25,40
2018-03-10-11:00:00,4.64,147,1019.3,280.15,43
2018-03-10-12:00:00,6,151,1020.2,278.15,44
2018-03-10-13:00:00,4.16,176,1021.1,277.05,44
2018-03-10-14:00:00,3.8,170,1021.8,276.05,46
2018-03-10-15:00:00,3.65,151,1022.4,275.65,53
2018-03-10-16:00:00,3.84,160,1022.8,274.85,57
2018-03-10-17:00:00,2.01,154,1022.8,274.15,55
2018-03-10-18:00:00,0.61,208,1022.5,271.95,65
2018-03-10-19:00:00,0.05,355,1022,271.15,66
2018-03-10-20:00:00,0.63,285,1021.6,270.25,70
2018-03-10-21:00:00,0.57,269,1021.8,271.05,69
2018-03-10-22:00:00,0.78,3,1021.9,268.65,78
2018-03-10-23:00:00,0.91,273,1022.3,268.85,78
2018-03-11-00:00:00,0.96,279,1022.4,273.25,64
2018-03-11-01:00:00,2.03,288,1022.4,275.85,45
2018-03-11-02:00:00,0.72,309,1022.2,278.05,36
2018-03-11-03:00:00,2.41,48,1021.5,277.35,36
2018-03-11-04:00:00,2.55,99,1020.5,277.75,35
2018-03-11-05:00:00,1.78,62,1019.6,278.75,33
2018-03-11-06:00:00,2.05,113,1018.2,279.35,32
2018-03-11-07:00:00,1.63,60,1017.4,279.65,33
2018-03-11-08:00:00,1.72,133,1016.4,280.05,33
2018-03-11-09:00:00,1.99,166,1016,280.25,37
2018-03-11-10:00:00,1.29,183,1015.9,280.05,39
2018-03-11-11:00:00,1.59,154,1015.8,280.05,41
2018-03-11-12:00:00,1.74,357,1016,278.55,36
2018-03-11-13:00:00,2.22,14,1015.8,278.95,35
2018-03-11-14:00:00,1.52,280,1015.7,278.55,38
2018-03-11-15:00:00,0.72,256,1015.3,278.25,38
2018-03-11-16:00:00,0.31,238,1014.7,278.05,41
2018-03-11-17:00:00,1.63,151,1014.2,278.55,38
2018-03-11-18:00:00,1.78,151,1013.6,278.05,67
2018-03-11-19:00:00,1.04,166,1012.8,276.95,70
2018-03-11-20:00:00,0.92,291,1012.1,274.95,76
2018-03-11-21:00:00,0.57,254,1011.7,273.65,67
2018-03-11-22:00:00,0.92,286,1011.5,272.05,68
2018-03-11-23:00:00,1.14,263,1011.3,273.55,61
2018-03-12-00:00:00,1.39,300,1011.5,275.85,54
2018-03-12-01:00:00,1.21,336,1011.5,278.25,46
2018-03-12-02:00:00,1.58,61,1010.8,279.55,42
2018-03-12-03:00:00,1,42,1009.9,281.35,38
2018-03-12-04:00:00,1.99,205,1008.9,282.95,35
2018-03-12-05:00:00,2.16,171,1008,283.75,34
2018-03-12-06:00:00,2.51,200,1006.7,284.95,35
2018-03-12-07:00:00,2,172,1006,285.75,37
2018-03-12-08:00:00,3.23,164,1005.4,285.45,39
2018-03-12-09:00:00,2.13,198,1005.3,285.25,39
2018-03-12-10:00:00,1.75,170,1005.7,283.95,44
2018-03-12-11:00:00,2.02,146,1006,284.05,45
2018-03-12-12:00:00,2.41,123,1006.4,283.45,48
2018-03-12-13:00:00,1.67,122,1006.5,282.75,52
2018-03-12-14:00:00,2.35,118,1006.3,282.65,52
2018-03-12-15:00:00,0.42,259,1006.4,279.25,67
2018-03-12-16:00:00,1.96,29,1006.2,279.25,60
2018-03-12-17:00:00,0.52,11,1006,277.05,74
2018-03-12-18:00:00,1.22,351,1006,276.15,73
2018-03-12-19:00:00,0.92,340,1005.5,275.05,76
2018-03-12-20:00:00,1.1,343,1005.4,275.35,68
2018-03-12-21:00:00,1.58,347,1005.3,273.75,75
2018-03-12-22:00:00,1.89,340,1005.3,275.45,71
2018-03-12-23:00:00,2.8,350,1005.4,275.55,71
2018-03-13-00:00:00,2.41,351,1005.9,277.65,64
2018-03-13-01:00:00,1.76,346,1006.3,281.15,52
2018-03-13-02:00:00,2.6,30,1006.1,283.05,47
2018-03-13-03:00:00,2.04,44,1005.8,285.55,40
2018-03-13-04:00:00,1.86,81,1005,287.75,34
2018-03-13-05:00:00,2.17,142,1004.5,289.15,32
2018-03-13-06:00:00,1.26,174,1003.4,290.95,29
2018-03-13-07:00:00,1.29,216,1002.9,291.85,27
2018-03-13-08:00:00,1.96,209,1002.9,292.25,26
2018-03-13-09:00:00,1.16,236,1003,291.95,27
2018-03-13-10:00:00,1.28,118,1003.4,291.05,28
2018-03-13-11:00:00,1.17,45,1003.8,286.75,38
2018-03-13-12:00:00,1.7,108,1004.6,288.35,35
2018-03-13-13:00:00,2.36,94,1005.1,288.75,34
2018-03-13-14:00:00,1.04,28,1005.3,286.65,42
2018-03-13-15:00:00,2.07,98,1005.5,287.25,41
2018-03-13-16:00:00,0.93,75,1005.7,285.95,44
2018-03-13-17:00:00,0.94,316,1006.2,282.75,53
2018-03-13-18:00:00,3.43,96,1006.7,284.25,58
2018-03-13-19:00:00,1.93,127,1006.1,283.15,72
2018-03-13-20:00:00,1.08,169,1005.6,282.55,73
2018-03-13-21:00:00,1.07,277,1005.6,279.95,79
2018-03-13-22:00:00,1.02,260,1005.8,279.05,86
2018-03-13-23:00:00,0.89,329,1006.2,279.05,87
2018-03-14-00:00:00,1.33,146,1006.4,282.65,75
2018-03-14-01:00:00,1.96,75,1006.5,283.35,69
2018-03-14-02:00:00,2.13,139,1006.1,285.05,64
2018-03-14-03:00:00,3.06,102,1006,286.05,60
2018-03-14-04:00:00,4.54,111,1005.2,286.75,58
2018-03-14-05:00:00,3.66,113,1004.3,287.45,56
2018-03-14-06:00:00,4.19,121,1003.5,287.25,56
2018-03-14-07:00:00,2.75,133,1002.9,287.35,57
2018-03-14-08:00:00,2.65,96,1002.8,287.65,57
2018-03-14-09:00:00,1.88,74,1002.6,287.65,57
2018-03-14-10:00:00,1.68,352,1003,287.45,58
2018-03-14-11:00:00,0.85,1,1003,287.15,59
2018-03-14-12:00:00,1.58,332,1004,285.65,64
2018-03-14-13:00:00,1.66,341,1004.9,285.75,63
2018-03-14-14:00:00,2.93,304,1006,285.35,66
2018-03-14-15:00:00,3.42,350,1006.7,285.85,67
2018-03-14-16:00:00,4.62,18,1008,286.45,59
2018-03-14-17:00:00,6.72,29,1008.9,287.65,32
2018-03-14-18:00:00,8.52,6,1010.6,286.25,30
2018-03-14-19:00:00,4.3,360,1012.4,285.05,32
2018-03-14-20:00:00,6.39,39,1013.9,284.45,32
2018-03-14-21:00:00,9.37,34,1015.2,283.25,32
2018-03-14-22:00:00,7.37,6,1017.5,282.35,32
2018-03-14-23:00:00,8.08,25,1019.1,281.45,29
2018-03-15-00:00:00,9.59,25,1020.8,280.75,26
2018-03-15-01:00:00,8.91,15,1022.1,280.75,18
2018-03-15-02:00:00,10.96,22,1022.8,282.35,13
2018-03-15-03:00:00,9.08,16,1023.2,281.65,13
2018-03-15-04:00:00,8.68,42,1023.3,283.35,12
2018-03-15-05:00:00,8.6,26,1023.1,284.05,11
2018-03-15-06:00:00,5.56,39,1022.6,284.45,12
2018-03-15-07:00:00,6.07,67,1022.2,285.95,10
2018-03-15-08:00:00,6.93,54,1022.1,285.75,10
2018-03-15-09:00:00,6.09,63,1022.5,285.35,11
2018-03-15-10:00:00,4.74,74,1023,284.25,11
2018-03-15-11:00:00,5.58,155,1023.7,281.95,28
2018-03-15-12:00:00,5.05,152,1025.4,280.95,30
2018-03-15-13:00:00,3.89,147,1026.9,280.15,28
2018-03-15-14:00:00,5.53,171,1028,278.45,35
2018-03-15-15:00:00,4.13,181,1028.6,277.65,39
2018-03-15-16:00:00,3.46,173,1029.1,275.55,48
2018-03-15-17:00:00,4.08,180,1029.4,275.25,52
2018-03-15-18:00:00,2.53,183,1029.5,274.15,55
2018-03-15-19:00:00,1.87,181,1029.1,273.55,59
2018-03-15-20:00:00,2.06,185,1029.4,273.35,61
2018-03-15-21:00:00,1.5,203,1029.4,272.05,66
2018-03-15-22:00:00,1.05,174,1029.7,270.55,71
2018-03-15-23:00:00,1.08,194,1030.1,271.95,69
2018-03-16-00:00:00,1.5,158,1030.3,275.85,53
2018-03-16-01:00:00,2.01,141,1030.8,277.15,48
2018-03-16-02:00:00,2.82,202,1030.6,278.75,40
2018-03-16-03:00:00,3.45,203,1029.8,279.85,35
2018-03-16-04:00:00,2.41,182,1028.3,279.95,36
2018-03-16-05:00:00,3.55,166,1026.9,281.85,31
2018-03-16-06:00:00,4.28,201,1025.5,281.95,30
2018-03-16-07:00:00,5.4,179,1024.3,282.65,29
2018-03-16-08:00:00,4.8,187,1023.9,282.55,28
2018-03-16-09:00:00,4.64,182,1023.5,282.15,28
2018-03-16-10:00:00,3.95,189,1023.1,281.05,31
2018-03-16-11:00:00,3.26,201,1023.4,280.45,32
2018-03-16-12:00:00,2.67,185,1023.8,279.15,34
2018-03-16-13:00:00,3.43,172,1024,278.85,37
2018-03-16-14:00:00,4.74,160,1024.2,278.35,39
2018-03-16-15:00:00,5.02,168,1024.1,276.85,40
2018-03-16-16:00:00,2.57,165,1023.9,276.15,41
2018-03-16-17:00:00,3.4,145,1023.2,276.15,40
2018-03-16-18:00:00,2.98,125,1023.1,276.15,41
2018-03-16-19:00:00,2.71,131,1022.1,275.45,43
2018-03-16-20:00:00,2.12,80,1021.6,275.65,44
2018-03-16-21:00:00,2.49,107,1021.5,275.25,47
2018-03-16-22:00:00,1.7,141,1021.5,275.45,44
2018-03-16-23:00:00,1.14,127,1021.5,275.75,43
2018-03-17-00:00:00,1.57,129,1022,275.95,46
2018-03-17-01:00:00,0.62,325,1022.9,275.15,57
2018-03-17-02:00:00,2.73,25,1023.2,273.65,82
2018-03-17-03:00:00,2.6,73,1022.7,273.15,94
2018-03-17-04:00:00,2.71,72,1022.1,273.55,93
2018-03-17-05:00:00,2.63,68,1021.4,273.55,96
2018-03-17-06:00:00,2.83,111,1020.8,273.65,97
2018-03-17-07:00:00,1.71,133,1020.4,274.05,95
2018-03-17-08:00:00,-9999,-9999,1020.2,274.25,92
2018-03-17-09:00:00,1.11,206,1019.9,274.55,90
2018-03-17-10:00:00,1.53,153,1020.1,274.65,90
2018-03-17-11:00:00,2.32,151,1020.3,274.55,90
2018-03-17-12:00:00,1.57,180,1020.7,274.45,92
2018-03-17-13:00:00,1.52,151,1021,274.55,93
2018-03-17-14:00:00,0.62,239,1021,274.55,93
2018-03-17-15:00:00,1.88,46,1020.7,274.85,92
2018-03-17-16:00:00,1.43,103,1020.7,275.05,90
2018-03-17-17:00:00,0.81,90,1020.4,275.05,90
2018-03-17-18:00:00,1.6,342,1020.3,274.95,90
2018-03-17-19:00:00,1.63,338,1019.6,274.45,91
2018-03-17-20:00:00,1.46,318,1019.3,274.25,91
2018-03-17-21:00:00,0.46,290,1019.4,273.65,91
2018-03-17-22:00:00,1.82,356,1019.9,272.35,93
2018-03-17-23:00:00,1.67,356,1019.7,272.75,95
2018-03-18-00:00:00,1.44,284,1020,274.55,93
2018-03-18-01:00:00,2.21,314,1020.5,276.55,84
2018-03-18-02:00:00,1.75,26,1020.5,278.45,72
2018-03-18-03:00:00,1.47,7,1020.4,279.65,66
2018-03-18-04:00:00,1.21,88,1019.8,280.95,58
2018-03-18-05:00:00,1.26,331,1018.7,283.65,49
2018-03-18-06:00:00,1.45,98,1017.4,284.05,45
2018-03-18-07:00:00,2.75,186,1016.8,285.05,44
2018-03-18-08:00:00,2.1,200,1016.5,285.75,41
2018-03-18-09:00:00,2.29,178,1016.5,285.45,41
2018-03-18-10:00:00,2.84,158,1017.1,284.05,45
2018-03-18-11:00:00,3.59,149,1017.8,282.65,52
2018-03-18-12:00:00,2.87,181,1018.5,281.25,58
2018-03-18-13:00:00,3.3,150,1018.9,280.65,66
2018-03-18-14:00:00,3.19,165,1019.4,279.95,71
2018-03-18-15:00:00,1.65,189,1019.5,279.35,73
2018-03-18-16:00:00,0.86,10,1019.5,276.85,80
2018-03-18-17:00:00,1.23,33,1019.5,277.55,77
2018-03-18-18:00:00,0.6,298,1019.4,275.05,87
2018-03-18-19:00:00,1.25,335,1019.2,274.75,89
2018-03-18-20:00:00,2.04,298,1019.1,276.45,85
2018-03-18-21:00:00,1.12,355,1019.7,275.85,82
2018-03-18-22:00:00,1.81,8,1020.2,275.35,81
2018-03-18-23:00:00,1.79,360,1021.1,276.75,78
2018-03-19-00:00:00,1.35,306,1022.2,279.85,67
2018-03-19-01:00:00,2.12,330,1022.8,281.55,55
2018-03-19-02:00:00,2.36,50,1022.7,283.65,40
2018-03-19-03:00:00,7.67,51,1022.7,286.15,25
2018-03-19-04:00:00,3.75,78,1022.5,286.35,28
2018-03-19-05:00:00,3.83,109,1021.7,286.85,28
2018-03-19-06:00:00,3.64,160,1020.9,287.65,30
2018-03-19-07:00:00,3.95,158,1020.1,288.25,27
2018-03-19-08:00:00,2.39,178,1020,288.15,27
2018-03-19-09:00:00,2.78,201,1020.1,288.05,25
2018-03-19-10:00:00,5.56,161,1020.9,286.05,26
2018-03-19-11:00:00,4.69,147,1021.7,284.75,25
2018-03-19-12:00:00,3.49,150,1022.3,283.95,26
2018-03-19-13:00:00,3.42,152,1023.1,283.75,26
2018-03-19-14:00:00,3.44,118,1023.9,283.15,25
2018-03-19-15:00:00,3.62,129,1024.7,282.55,21
2018-03-19-16:00:00,3.46,156,1025.2,281.25,24
2018-03-19-17:00:00,2.8,158,1025.7,280.45,32
2018-03-19-18:00:00,2.12,186,1025.9,279.15,37
2018-03-19-19:00:00,2.18,2,1025.8,277.15,44
2018-03-19-20:00:00,4.38,57,1025.4,279.75,20
2018-03-19-21:00:00,5.23,39,1025.6,279.15,20
2018-03-19-22:00:00,6.25,31,1026,278.35,18
2018-03-19-23:00:00,5.5,41,1026.8,278.75,17
2018-03-20-00:00:00,5.52,36,1027.2,279.35,15
2018-03-20-01:00:00,5.96,38,1027.7,280.75,13
2018-03-20-02:00:00,3.81,30,1027.5,281.75,13
2018-03-20-03:00:00,2.33,10,1026.9,283.05,13
2018-03-20-04:00:00,2.13,39,1025.9,283.45,13
2018-03-20-05:00:00,1.56,55,1024.9,283.55,13
2018-03-20-06:00:00,1.83,108,1023.9,283.75,13
2018-03-20-07:00:00,1.83,168,1023,284.25,13
2018-03-20-08:00:00,2.78,208,1022.7,284.15,13
2018-03-20-09:00:00,2.61,197,1022.4,283.85,14
2018-03-20-10:00:00,2.51,167,1022.5,282.95,15
2018-03-20-11:00:00,4.67,164,1022.8,281.85,19
2018-03-20-12:00:00,4.55,164,1023,281.05,20
